,Proteomics,MIF,Druggability,Structure,MSF,TM,Target,Essential,prediction,Product Description,Gene Name or Symbol
PF3D7_1431200,0.2293394338004003,0.9874,0.713,0.1363265306122449,0.94175,0.0,0,0.0,0.010312252202748342,"OST-HTH associated domain protein, putative",
PF3D7_1431300,0.7273377180440378,0.3768666666666667,0.5085000000000001,0.4249699879951981,1.2627000000000002,0.0,0,0.0,0.010870639421681434,"large subunit GTPase 1, putative",LSG1
PF3D7_1431600,0.8204175007148985,0.7575,0.2865,0.8917748917748918,0.4641,0.0,0,0.0,0.17626222904937863,succinate--CoA ligase [ADP-forming] subunit beta,SCS-beta
PF3D7_1431900,0.2293394338004003,0.994,0.8265,0.7281420765027322,0.98425,10.0,0,0.0,0.09346931694291635,"inner membrane complex suture component, putative",ISC3
PF3D7_1432300,0.8169859879897055,0.4139,0.745,0.3965832824893227,-1.7388,2.0,0,0.0,0.19636384301812645,"importin, putative",
PF3D7_1432400,0.8204175007148985,0.9973333333333332,0.5415,0.8378378378378378,0.93925,0.0,0,0.0,0.2456950112152656,leucine-rich repeat protein,LRR5
PF3D7_1432500,0.8169859879897055,0.4375333333333333,0.124,0.740990990990991,-1.1431,0.0,0,1.0,0.549431457227447,"RNA methyltransferase, putative",
PF3D7_1432600,0.2293394338004003,0.9976666666666666,0.8865000000000001,0.1815899581589958,0.30995,0.0,0,0.0,0.029154397568870862,"DNA-binding protein, putative",
PF3D7_1433000,0.7273377180440378,0.2624666666666667,0.0415,0.9818181818181818,0.49065,0.0,0,1.0,0.27121991732704986,"H/ACA ribonucleoprotein complex subunit 3, putative",NOP10
PF3D7_1433200,0.2293394338004003,0.9203333333333332,0.8400000000000001,0.021310181531176,1.3705,1.0,0,0.0,0.005188689988446112,"conserved Plasmodium protein, unknown function",
PF3D7_1433600,0.2293394338004003,0.3726,0.256,0.8910891089108911,-2.2769,2.0,0,0.0,0.21154113289175616,"signal peptidase complex subunit SPC1, putative",SPC1
PF3D7_1433700,0.2293394338004003,0.4765999999999999,0.885,0.2075289575289575,-0.8747999999999999,1.0,0,0.0,0.02771832626379712,"conserved Plasmodium protein, unknown function",
PF3D7_1433800,0.2293394338004003,0.0851333333333333,0.9605,0.003720238095238,-2.46805,0.0,0,1.0,0.1549075660797879,"conserved Plasmodium protein, unknown function",
PF3D7_1433900,0.2293394338004003,1.0,0.902,0.2108036890645586,1.2758,6.0,0,0.0,0.014304232533164946,"protein kinase, putative",
PF3D7_1434000,0.4664568731225861,0.7063999999999999,0.3975,0.9494163424124512,0.2482499999999998,0.0,0,1.0,0.5603094560132523,"CCR4-associated factor 16, putative",CAF16
PF3D7_1434100,0.8572450293234158,0.9674,0.313,0.945945945945946,-0.04015,0.0,0,0.0,0.4153025331441645,"queuine tRNA-ribosyltransferase, putative",
PF3D7_1434200,0.6642836717186159,0.1261,0.145,0.906040268456376,-2.26435,0.0,0,1.0,0.6941656381704089,calmodulin,CAM
PF3D7_1434300,0.7273377180440378,0.7436666666666666,0.3389999999999999,0.9609929078014184,0.1173499999999998,0.0,0,1.0,0.7044963977401186,Hsp70/Hsp90 organizing protein,HOP
PF3D7_1434600,0.7273377180440378,0.1292333333333333,0.6485000000000001,0.6369426751592356,-2.63905,0.0,0,1.0,0.7773702302133575,methionine aminopeptidase 2,METAP2
PF3D7_1434700,0.2293394338004003,0.4352,0.3605,0.9320987654320988,-0.70425,3.0,0,0.0,0.10440736344991446,"mitochondrial import inner membrane translocase subunit TIM17, putative",TIM17
PF3D7_1434900,0.2293394338004003,0.7041333333333334,0.1235,0.0978593272171253,0.2581499999999999,0.0,0,1.0,0.01926437615190777,"conserved Plasmodium protein, unknown function",
PF3D7_1435000,0.2293394338004003,0.1299333333333333,0.5055,0.9186046511627908,-2.60385,8.0,0,1.0,0.7177484237100823,"cytochrome c oxidase assembly protein COX15, putative",COX15
PF3D7_1435100,0.7436374034887046,0.5921666666666666,0.4865,0.4484679665738161,-0.1694999999999999,0.0,0,1.0,0.310012862977284,"ribonuclease H2 subunit B, putative",
PF3D7_1435400,0.2293394338004003,0.1404666666666666,0.6759999999999999,0.6263157894736842,-3.02345,2.0,0,1.0,0.6501220702472894,"ER membrane protein complex subunit 4, putative",EMC4
PF3D7_1435900,0.2293394338004003,0.1148,0.736,0.5718849840255591,-2.8651,0.0,0,1.0,0.5910666815199443,"conserved Plasmodium protein, unknown function",
PF3D7_1436000,0.7273377180440378,0.1439333333333333,0.3889999999999999,0.9746192893401016,-2.55195,0.0,0,1.0,0.8758977247937638,glucose-6-phosphate isomerase,GPI
PF3D7_1436100,0.2293394338004003,0.0895666666666666,0.9875,0.2139558748075936,-2.3777500000000003,5.0,0,1.0,0.27246508690491655,"conserved Plasmodium membrane protein, unknown function",
PF3D7_1436400,0.2293394338004003,0.3835666666666666,0.7615000000000001,0.3014240506329114,-2.1575,0.0,0,0.0,0.07117591163542818,"conserved Plasmodium protein, unknown function",
PF3D7_1436500,0.2293394338004003,0.1495999999999999,0.381,0.6380510440835266,-2.38525,0.0,0,1.0,0.3994476111366951,"GTP-binding protein, putative",
PF3D7_1436600,0.8096123587469604,0.1186666666666666,0.278,0.9413833528722158,-2.30615,0.0,1,1.0,0.819562831753867,cGMP-dependent protein kinase,PKG
PF3D7_1436700,0.2293394338004003,0.1497666666666667,0.6479999999999999,0.6053240740740741,-2.44655,0.0,0,1.0,0.5113892172195029,"conserved protein, unknown function",
PF3D7_1436800,0.2293394338004003,0.1533333333333333,0.7424999999999999,0.7663934426229508,-2.1051,0.0,0,1.0,0.6343006006042907,ATP-dependent Clp protease proteolytic subunit,ClpR
PF3D7_1437000,0.8169859879897055,0.1946666666666666,0.03,0.4044117647058823,-2.2321,2.0,0,1.0,0.2952384920398597,"N-acetyltransferase, GNAT family",NAT8
PF3D7_1437100,0.8204175007148985,0.6358666666666667,0.2445,0.4683544303797468,-0.4710499999999999,1.0,0,1.0,0.328518133837178,"conserved protein, unknown function",
PF3D7_1437200,0.6253931941664284,0.3109,0.3974999999999999,0.872491145218418,-1.95475,0.0,0,1.0,0.7780675745163865,"ribonucleoside-diphosphate reductase large subunit, putative",
PF3D7_1437300,0.2293394338004003,0.1032666666666666,0.42,0.3726415094339622,-2.34825,0.0,0,1.0,0.1903938059655463,"conserved Plasmodium protein, unknown function",
PF3D7_1437400,0.6642836717186159,0.9366333333333332,0.397,0.4856396866840731,1.5306500000000005,0.0,0,0.0,0.02553563905132544,pantothenate kinase 2,PANK2
PF3D7_1437500,0.8169859879897055,0.9936666666666666,0.5365,0.6752767527675276,0.2938,6.0,0,0.0,0.2187353423308371,"YrhK domain-containing protein, putative",
PF3D7_1437600,0.2293394338004003,0.3244,0.3725,0.8276450511945392,-0.30915,0.0,0,1.0,0.25363210435732136,"conserved protein, unknown function",
PF3D7_1437700,0.9375178724621104,0.943,0.8125,0.8591983556012333,0.2584499999999998,0.0,0,0.0,0.5420546788662521,"succinyl-CoA ligase, putative",
PF3D7_1437800,0.2293394338004003,0.1295333333333333,0.3229999999999999,0.875,-2.5621,0.0,0,1.0,0.6136261809381027,"trafficking protein particle complex subunit 5, putative",TRAPPC5
PF3D7_1437900,0.7273377180440378,0.3490666666666666,0.0755,0.8042452830188679,-2.0675,0.0,0,0.0,0.22677408913019675,"HSP40, subfamily A",HSP40
PF3D7_1438100,0.7273377180440378,0.1257333333333333,0.4935,0.8541114058355438,-2.56625,3.0,0,1.0,0.8392423194971612,"translocation protein SEC62, putative",SEC62
PF3D7_1438500,0.8204175007148985,0.0864999999999999,0.4895,0.7648401826484018,-2.4994,0.0,0,1.0,0.7999107656414901,"cleavage and polyadenylation specificity factor subunit 3, putative",CPSF3
PF3D7_1438600,0.8096123587469604,0.1903333333333333,0.5565,0.924187725631769,-2.49065,0.0,0,1.0,0.9092384720343436,Golgi to ER traffic protein 4,GET4
PF3D7_1438700,0.5579067772376323,0.1363333333333333,0.3585,0.9402654867256636,-2.48705,0.0,0,1.0,0.7967667042188373,DNA primase small subunit,
PF3D7_1438800,0.2293394338004003,0.99,0.0475,0.2317596566523605,0.6275,0.0,0,0.0,0.005243749506581834,male development protein MD1,MD1
PF3D7_1438900,0.7436374034887046,0.7065,0.448,0.9897435897435898,-0.75135,0.0,0,0.0,0.4737579574691747,thioredoxin peroxidase 1,Trx-Px1
PF3D7_1439000,0.2293394338004003,0.6899666666666667,0.914,0.4553191489361702,0.1248499999999999,2.0,0,1.0,0.270003094134584,copper transporter,CTR1
PF3D7_1439300,0.2293394338004003,0.2453999999999999,0.8185,0.1419855795895729,-0.2951999999999999,3.0,0,1.0,0.049066698696979834,"Sad1/UNC domain-containing protein, putative",
PF3D7_1439400,0.2293394338004003,0.3790666666666666,0.574,0.5126760563380282,-2.061,0.0,0,0.0,0.09599731991559958,"cytochrome b-c1 complex subunit Rieske, putative",
PF3D7_1439500,0.2293394338004003,0.9936666666666666,0.726,0.1033519553072625,1.71005,0.0,0,0.0,0.005016772584616731,"oocyst rupture protein 2, putative",ORP2
PF3D7_1439600,0.2293394338004003,0.1402,0.3015,0.4666666666666667,-2.5562,1.0,0,1.0,0.2520797695275207,"cytochrome c oxidase subunit NDUFA4, putative",NDUFA4
PF3D7_1439700,0.5932227623677437,0.5619666666666666,0.412,0.9327217125382264,0.84405,0.0,0,1.0,0.4122960250575018,"leucine carboxyl methyltransferase, putative",
PF3D7_1439800,0.7436374034887046,0.1445,0.0595,0.6846473029045643,-2.63865,0.0,0,1.0,0.5836385355540127,"vesicle-associated membrane protein, putative",
PF3D7_1439900,0.5579067772376323,0.1255333333333333,0.3424999999999999,0.995967741935484,-2.7170500000000004,0.0,0,1.0,0.846915480474511,triosephosphate isomerase,TIM
PF3D7_1440200,0.2293394338004003,0.0831,0.7135,0.5198717948717949,-2.57335,0.0,0,1.0,0.4548196345893579,"stromal-processing peptidase, putative",SPP
PF3D7_1440400,0.6331140977981127,0.2929,0.7255,0.32734375,0.1840999999999999,0.0,0,1.0,0.12579142599722964,"zinc finger protein, putative",
PF3D7_1440500,0.2293394338004003,0.3930666666666667,0.205,0.64376130198915,-1.1849,0.0,0,0.0,0.039870241307411465,"allantoicase, putative",
PF3D7_1440600,0.2293394338004003,0.972,0.802,0.468682505399568,0.1311,0.0,0,0.0,0.07505917388649634,"protein SOC3, putative",SOC3
PF3D7_1440700,0.7436374034887046,0.1580333333333333,0.244,0.4365620736698499,-0.8535000000000001,0.0,0,1.0,0.15641298735063205,"AP-3 complex subunit mu, putative",AP3M
PF3D7_1440900,0.2293394338004003,0.6650333333333334,0.1465,0.6623931623931624,0.1063500000000001,0.0,0,1.0,0.14840132001871698,"conserved Plasmodium protein, unknown function",
PF3D7_1441000,0.2293394338004003,0.6166666666666667,0.1815,0.5863309352517986,-2.3389,0.0,0,0.0,0.11998216730415702,"cytoplasmic tRNA 2-thiolation protein 2, putative",NCS2
PF3D7_1441300,0.2293394338004003,0.9996666666666668,0.4575,0.1312861593235425,1.984,0.0,0,0.0,0.002655373759475626,"serine/threonine protein kinase, putative",
PF3D7_1441400,0.8169859879897055,0.2057999999999999,0.2615,0.8023715415019763,-2.113,0.0,0,1.0,0.7322672714607483,"FACT complex subunit SSRP1, putative",FACT-S
PF3D7_1441500,0.2293394338004003,0.99,0.79,0.0123711340206185,1.5006499999999998,0.0,0,0.0,0.0047966997765210954,"conserved Plasmodium protein, unknown function",
PF3D7_1441600,0.7273377180440378,0.9931,0.6325000000000001,0.4938488576449912,1.11545,0.0,0,0.0,0.07189757206956661,"acid cluster protein 33 homologue, putative",
PF3D7_1441700,0.2293394338004003,0.7117666666666667,0.168,0.4039301310043668,-0.854,0.0,0,1.0,0.1467517490893691,"mitochondrial inner membrane protease ATP23, putative",ATP23
PF3D7_1441800,0.7436374034887046,0.9926333333333334,0.208,0.6550218340611353,2.12795,0.0,0,0.0,0.026404149256911463,"vacuolar protein sorting-associated protein 60, putative",VPS60
PF3D7_1441900,0.2293394338004003,0.122,0.116,0.8208955223880597,0.0,0.0,0,1.0,0.09089835842949669,"RNA polymerase II transcription factor B subunit 5, putative",TFB5
PF3D7_1442000,0.2293394338004003,0.1685333333333333,0.211,0.9344262295081968,-2.5976,0.0,0,1.0,0.640518173378648,"ADP-ribosylation factor, putative",
PF3D7_1442200,0.2293394338004003,0.7225999999999999,0.5985,0.315,0.7905499999999999,0.0,0,0.0,0.01024366805972059,GTP-binding protein YihA2,YihA2
PF3D7_1442300,0.6642836717186159,0.9718333333333332,0.0655,0.8084577114427861,1.4724,0.0,0,0.0,0.048870649793670375,tRNA import protein tRIP,tRIP
PF3D7_1442500,0.7273377180440378,0.1374,0.4275,0.819060773480663,-2.26595,0.0,0,1.0,0.7683351666123494,"geranylgeranyl transferase type-2 subunit alpha, putative",
PF3D7_1442800,0.2293394338004003,0.7167666666666667,0.302,0.5895522388059702,0.7613000000000001,0.0,0,1.0,0.10444169274073133,"conserved Plasmodium protein, unknown function",
PF3D7_1443000,0.6642836717186159,1.0,0.6585000000000001,0.2476340694006309,1.4551500000000002,0.0,0,1.0,0.1369705868835648,serine/threonine protein kinase,SRPK2
PF3D7_1443200,0.5932227623677437,0.1096999999999999,0.148,0.7516778523489933,-3.02125,0.0,0,1.0,0.6707928128805185,"heptatricopeptide repeat-containing protein, putative",
PF3D7_1443300,0.2293394338004003,0.1013666666666666,0.0395,0.801980198019802,-2.53115,0.0,0,1.0,0.3892020074846344,"U6 snRNA-associated Sm-like protein LSm5, putative",LSM5
PF3D7_1443400,0.6642836717186159,0.1469333333333333,0.6855,0.2551892551892551,-2.3787000000000003,0.0,0,1.0,0.40220625954236705,WD repeat-containing protein,WLP1
PF3D7_1443500,0.2293394338004003,0.1751,0.0829999999999999,0.5719257540603249,-2.4609,0.0,0,1.0,0.24623964265890969,"poly(A)-specific ribonuclease PARN, putative",PARN
PF3D7_1443600,0.5579067772376323,0.9973333333333332,0.719,0.1891464699683877,0.2158499999999998,0.0,0,0.0,0.04361125735967826,"gamma-tubulin complex component, putative",
PF3D7_1443700,0.2293394338004003,0.2207333333333333,0.5935,0.9671532846715328,-3.1337,3.0,1,1.0,0.8784650574197445,dephospho-CoA kinase,DPCK
PF3D7_1443800,0.68974395651552,0.1924,0.516,0.5563725490196079,-2.5567,0.0,0,1.0,0.6650984955475463,"pre-mRNA-splicing factor CWC24, putative",CWC24
PF3D7_1443900,0.68974395651552,0.4246333333333333,0.679,0.6763754045307443,-0.0967,0.0,0,1.0,0.47385008303796033,"heat shock protein 90, putative",HSP90
PF3D7_1444200,0.2293394338004003,0.9927,0.02,0.8260869565217391,0.2314,0.0,0,0.0,0.05972661064940073,"EF-hand calcium-binding domain-containing protein, putative",
PF3D7_1444300,0.6331140977981127,0.1469,0.378,0.9212328767123288,-2.3447,2.0,0,1.0,0.7962319810386259,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative",LPAAT
PF3D7_1444400,0.2293394338004003,0.1939333333333333,0.7795,0.8151093439363817,-2.6693,0.0,0,1.0,0.7963350428260964,"conserved Plasmodium protein, unknown function",
PF3D7_1444500,0.2293394338004003,0.9986666666666668,0.8660000000000001,0.2317073170731707,1.6745500000000002,0.0,0,0.0,0.011000759755555096,eukaryotic translation initiation factor 2-alpha kinase 1,eIK1
PF3D7_1444600,0.2293394338004003,0.6829999999999999,0.479,0.8677685950413223,0.9514999999999998,0.0,0,1.0,0.2686709945705638,"conserved Plasmodium protein, unknown function",
PF3D7_1444700,0.2293394338004003,0.5435,0.718,0.489247311827957,0.9092,1.0,0,0.0,0.014970865277994608,shikimate dehydrogenase,SDH
PF3D7_1444800,0.7273377180440378,0.1841,0.209,0.967479674796748,-2.1115500000000003,0.0,0,1.0,0.7847239307155963,fructose-bisphosphate aldolase,FBPA
PF3D7_1445000,0.8204175007148985,0.1345666666666666,0.3335,0.8054187192118226,-2.4865500000000003,0.0,0,1.0,0.7898050118777286,"prolyl hydroxylase-like protein, putative",
PF3D7_1445100,0.7273377180440378,0.0792666666666666,0.8454999999999999,0.5865724381625441,-2.6641,0.0,0,1.0,0.796163565795428,"histidine--tRNA ligase, putative",
PF3D7_1445300,0.2293394338004003,0.1358333333333333,0.381,0.6440397350993378,-2.2834,0.0,0,1.0,0.37743477347150994,"ribosomal protein S29, mitochondrial, putative",
PF3D7_1445400,0.8909064912782385,0.2959666666666666,0.344,0.3847900113507378,-1.0414,0.0,0,1.0,0.2810057782526273,protein serine/threonine kinase-1,CLK1
PF3D7_1445600,0.7273377180440378,0.8116,0.519,0.3422818791946309,1.1591,0.0,0,0.0,0.022501818541464772,"RNA-binding protein, putative",
PF3D7_1445700,0.6642836717186159,0.5676333333333333,0.354,0.1253561253561253,-0.4754499999999999,0.0,0,0.0,0.015027926153674364,"conserved Plasmodium protein, unknown function",
PF3D7_1445800,0.2293394338004003,0.989,0.989,0.3314001657000828,-0.20425,13.0,0,0.0,0.07765222882569106,"conserved Plasmodium membrane protein, unknown function",
PF3D7_1445900,0.7505364039479331,0.1409666666666666,0.289,0.793168880455408,-2.6326,0.0,0,1.0,0.7669113739955806,ATP-dependent RNA helicase DDX17,DDX17
PF3D7_1446100,0.2293394338004003,0.9922,0.4659999999999999,0.1537313432835821,0.8190000000000001,0.0,0,0.0,0.007611722001518599,"conserved Plasmodium protein, unknown function",
PF3D7_1446200,0.8096123587469604,0.4513333333333333,0.615,0.8578512396694215,-0.3228,0.0,0,1.0,0.7157872531520224,M17 leucyl aminopeptidase,LAP
PF3D7_1446300,0.2293394338004003,0.996,0.5935,0.1654072208228379,1.4349500000000002,8.0,0,0.0,0.005660140427042921,"conserved Plasmodium membrane protein, unknown function",
PF3D7_1446400,0.2293394338004003,0.9617,0.578,0.8,0.6819,1.0,0,0.0,0.09849172881066404,pyruvate dehydrogenase E1 component subunit beta,pdhB
PF3D7_1446600,0.8169859879897055,0.3188,0.5205,0.6369047619047619,-2.07325,0.0,0,0.0,0.2969795267196562,centrin-2,CEN2
PF3D7_1446800,0.2293394338004003,0.188,0.296,0.8195121951219512,-3.0677000000000003,0.0,0,1.0,0.6797967455602912,heme detoxification protein,HDP
PF3D7_1446900,0.7273377180440378,0.8716666666666667,0.712,0.8694516971279374,0.4599,1.0,0,0.0,0.3246022516150056,"glutaminyl-peptide cyclotransferase, putative",
PF3D7_1447100,0.2293394338004003,0.9033,0.0695,0.4861111111111111,1.02955,0.0,0,0.0,0.008311134296221712,"conserved Plasmodium protein, unknown function",
PF3D7_1447200,0.6331140977981127,0.1176,0.3215,0.4049586776859504,-2.65,0.0,0,1.0,0.38916223275678113,"conserved protein, unknown function",
PF3D7_1447300,0.2293394338004003,0.1277666666666666,0.269,0.7142857142857143,-1.0902,0.0,0,1.0,0.1862673644479338,"ribosomal protein S14, mitochondrial, putative",
PF3D7_1447400,0.7436374034887046,0.1205,0.432,0.7984189723320159,-2.87425,0.0,0,1.0,0.8368644289361157,"conserved Plasmodium protein, unknown function",
PF3D7_1447500,0.2293394338004003,0.9746,0.141,0.0,1.3625,0.0,0,0.0,0.0013993310947591913,"inner membrane complex protein, putative",IMC20
PF3D7_1447600,0.2293394338004003,0.256,0.0385,0.6198347107438017,-2.412,1.0,0,1.0,0.28805402162011384,"conserved protein, unknown function",
PF3D7_1447700,0.8096123587469604,0.3634,0.4065,0.9415204678362572,-2.66395,3.0,0,1.0,0.9283664139202813,"conserved protein, unknown function",
PF3D7_1448000,0.8169859879897055,0.1029666666666666,0.5045000000000001,0.668235294117647,-2.2897,0.0,0,1.0,0.7130196585955766,"U3 small nucleolar RNA-associated protein 12, putative",UTP12
PF3D7_1448200,0.2293394338004003,1.0,0.055,0.7553897180762852,1.34865,3.0,0,0.0,0.019831734187383293,"condensin-2 complex subunit G2, putative",CAPG2
PF3D7_1448400,0.68974395651552,0.842,0.403,0.645123384253819,0.72035,0.0,0,0.0,0.07479084762433115,"ubiquitin-protein ligase, putative",HRD3
PF3D7_1448600,0.8204175007148985,0.2403333333333333,0.5155,0.4980237154150198,-1.85135,1.0,0,1.0,0.5563015057393773,"SNARE protein, putative",VTI1
PF3D7_1448700,0.2293394338004003,0.1174333333333333,0.151,0.5555555555555556,-2.56815,0.0,0,1.0,0.25328692002791436,"HSP20-like chaperone, putative",
PF3D7_1448800,0.2293394338004003,0.2107333333333333,0.224,0.7426470588235294,-0.3674000000000001,0.0,0,1.0,0.1320902803812028,Appr-1-p processing domain protein,
PF3D7_1448900,0.2293394338004003,0.7101666666666667,0.366,0.68,-0.2873500000000002,1.0,0,1.0,0.30246750475510636,"mitochondrial respiratory chain complex II subunit, putative",SDHC
PF3D7_1449000,0.2293394338004003,0.8955666666666667,0.575,0.2298387096774193,1.0314,0.0,0,0.0,0.00848676697857304,"gamete egress and sporozoite traversal protein, putative",GEST
PF3D7_1449100,0.8169859879897055,0.5845333333333333,0.524,0.238095238095238,-1.12645,0.0,0,1.0,0.3587579364952431,"CLASP domain-containing protein, putative",
PF3D7_1449400,0.2293394338004003,0.691,0.488,0.3532651455546813,0.11385,0.0,0,1.0,0.10196630980740791,"crossover junction endonuclease MUS81, putative",MUS81
PF3D7_1449600,0.8096123587469604,0.1185666666666666,0.569,0.3214285714285714,-1.1138499999999998,0.0,0,1.0,0.22887060661905656,"conserved protein, unknown function",
PF3D7_1449800,0.7436374034887046,0.1566333333333333,0.3605,0.7627118644067796,-2.3047500000000003,0.0,0,1.0,0.7239710191490025,"conserved protein, unknown function",
PF3D7_1449900,0.2293394338004003,0.2598666666666667,0.7055,0.5529411764705883,0.0399499999999999,0.0,0,1.0,0.132647910421831,"conserved protein, unknown function",
PF3D7_1450000,0.6331140977981127,0.4922666666666667,0.6095,0.7074468085106383,-0.1445999999999998,0.0,0,0.0,0.11693483871266373,"serine/threonine protein kinase, putative",
PF3D7_1450100,0.7273377180440378,0.1030666666666666,0.546,0.678,-2.70455,0.0,0,1.0,0.7685607198527056,signal recognition particle subunit SRP54,SRP54
PF3D7_1450200,0.2293394338004003,0.4102333333333334,0.629,0.8174603174603174,-2.69195,0.0,0,1.0,0.8268595947137988,"conserved Plasmodium protein, unknown function",
PF3D7_1450300,0.2293394338004003,0.0975666666666666,0.041,0.6774566473988439,-2.7152000000000003,0.0,0,1.0,0.3177357602503356,"NADPH--cytochrome P450 reductase, putative",CPR
PF3D7_1450400,0.7273377180440378,0.9173333333333332,0.841,0.061822125813449,0.38475,0.0,0,0.0,0.035385061010021195,"E3 ubiquitin-protein ligase ZNF598, putative",
PF3D7_1450500,0.6308110427692748,0.999,0.78,0.1639443436176648,0.4112500000000001,1.0,0,0.0,0.043511537415362816,"conserved Plasmodium protein, unknown function",
PF3D7_1450600,0.2293394338004003,0.1672333333333333,0.2495,0.7427597955706985,-2.224,0.0,0,1.0,0.40768007842096154,"S-adenosylmethionine-dependent methyltransferase, putative",
PF3D7_1450700,0.7505364039479331,0.9874,0.851,0.3709677419354839,1.3813,0.0,0,0.0,0.05867416414544089,Cwf21 domain-containing protein,
PF3D7_1450800,0.2293394338004003,0.4102333333333333,0.5585,0.5679287305122495,-2.3834,1.0,0,0.0,0.14913060270643744,"conserved protein, unknown function",
PF3D7_1450900,0.2293394338004003,0.1451333333333333,0.5015000000000001,0.957286432160804,-2.3722,0.0,0,1.0,0.7296099143436005,"acetyl-CoA acetyltransferase, putative",
PF3D7_1451000,0.8204175007148985,0.9723333333333334,0.8225,0.3271144278606965,0.2439,0.0,0,0.0,0.12573860145294816,"ADP-ribosylation factor, putative",
PF3D7_1451400,0.2293394338004003,0.9793333333333332,0.9195,0.2392638036809816,1.7771499999999998,0.0,0,0.0,0.011058739515624217,transcriptional regulatory protein sir2b,Sir2B
PF3D7_1451700,0.8169859879897055,0.4483000000000001,0.139,0.7288135593220338,-0.66025,0.0,0,1.0,0.4506692783217736,calcineurin subunit B,CNB
PF3D7_1451800,0.8572450293234158,0.2443666666666666,0.2975,0.7251396648044692,-2.18175,2.0,0,1.0,0.7287190287972386,sortilin,SORTLR
PF3D7_1451900,0.68974395651552,0.1039333333333333,0.1575,0.5092322643343051,-2.3456,0.0,0,1.0,0.3637878052736876,"ribosome biogenesis protein TSR1, putative",TSR1
PF3D7_1452100,0.2293394338004003,0.0928666666666666,0.2169999999999999,0.8047337278106509,-3.27075,0.0,0,1.0,0.6242202860465819,leucine-rich repeat protein,LRR3
PF3D7_1452200,0.2293394338004003,0.4201333333333333,0.3615,0.5801526717557252,-0.8225499999999999,0.0,0,1.0,0.20047334433224562,"aminomethyltransferase, putative",
PF3D7_1452500,0.8169859879897055,0.1123333333333333,0.374,0.3374233128834356,-2.54915,1.0,0,1.0,0.41415925015312816,"syntaxin-6, putative",STX6
PF3D7_1452700,0.8204175007148985,0.7203666666666667,0.3195,0.6220238095238095,0.7213,0.0,0,1.0,0.30967838266962283,"U1 snRNP-associated protein, putative",
PF3D7_1452800,0.2293394338004003,0.9796666666666668,0.6659999999999999,0.859375,-0.1329,0.0,0,0.0,0.251518461830192,"conserved Plasmodium protein, unknown function",
PF3D7_1452900,0.68974395651552,0.4944333333333333,0.148,0.6052631578947368,0.1312999999999999,0.0,0,1.0,0.1901549466481987,"conserved protein, unknown function",
PF3D7_1453100,0.2293394338004003,0.9816666666666666,0.183,0.5412698412698412,0.78285,0.0,0,0.0,0.018358992636908534,"dynactin subunit 4, putative",
PF3D7_1453200,0.7436374034887046,0.7280000000000001,0.256,0.3926421404682274,-0.15225,0.0,0,0.0,0.04101175186587667,"conserved Plasmodium protein, unknown function",
PF3D7_1453300,0.2293394338004003,0.1366333333333333,0.391,0.3289473684210526,-3.2038,2.0,0,1.0,0.2890447746812367,"Yos1-like protein, putative",
PF3D7_1453500,0.2293394338004003,0.7436666666666666,0.9655,0.7772108843537415,0.2901,12.0,0,1.0,0.5431977180249739,"NAD(P) transhydrogenase, putative",NTH
PF3D7_1453600,0.2293394338004003,0.3937666666666666,0.6645,0.4776811594202899,-1.8663,0.0,0,0.0,0.08898151210249407,"RAP protein, putative",
PF3D7_1453800,0.8096123587469604,0.085,0.5245,0.7857142857142857,-2.485,0.0,0,1.0,0.8168974560423561,glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,GluPho
PF3D7_1454000,0.68974395651552,0.7113666666666667,0.0235,0.3620352250489236,-0.0859499999999999,0.0,0,1.0,0.12505124052997954,"RNA-binding protein, putative",
PF3D7_1454100,0.2293394338004003,0.0950333333333333,0.428,0.9587628865979382,-2.7019,0.0,0,1.0,0.7352846480283349,"tRNA intron endonuclease, putative",
PF3D7_1454400,0.8909064912782385,0.1000666666666666,0.1855,0.8198198198198198,-2.65635,1.0,0,1.0,0.782687639632312,aminopeptidase P,APP
PF3D7_1454500,0.2293394338004003,0.1070333333333333,0.313,0.7716049382716049,-2.71645,0.0,0,1.0,0.5348700028722467,iron-sulfur cluster assembly protein ISCU,ISCU
PF3D7_1454700,0.5932227623677437,0.1141666666666666,0.2885,0.9914529914529916,-2.4541,0.0,0,1.0,0.8041400368446986,"6-phosphogluconate dehydrogenase, decarboxylating",6PGD
PF3D7_1454800,0.2293394338004003,0.9602,0.1735,0.0,1.5608,0.0,0,0.0,0.0012249679151924702,"conserved Plasmodium protein, unknown function",
PF3D7_1455100,0.2293394338004003,0.8653,0.2339999999999999,0.9883040935672516,0.6658499999999999,0.0,0,0.0,0.08521597914491784,"protein tyrosine phosphatase, putative",PTP1
PF3D7_1455200,0.6331140977981127,0.4595666666666667,0.4619999999999999,0.9219512195121952,-0.5664500000000001,0.0,0,0.0,0.2257418512278865,methyltransferase AAMT,
PF3D7_1455300,0.483414355161567,0.5081333333333333,0.071,0.0032786885245901,-1.75045,0.0,0,0.0,0.009904012583711064,"conserved protein, unknown function",
PF3D7_1455400,0.2293394338004003,0.6982333333333334,0.543,0.9290780141843972,0.2475,7.0,0,1.0,0.47484608585856986,hemolysin III,HlyIII
